protocol,flow_duration,total_forward_packets,total_backward_packets,total_forward_packets_length,total_backward_packets_length,forward_packet_length_mean,backward_packet_length_mean,forward_packets_per_second,backward_packets_per_second,forward_iat_mean,backward_iat_mean,flow_iat_mean,flow_packets_per_seconds,flow_bytes_per_seconds,label
17,20581,2,2,74,186,37.0,93,97.1770079199261,97.1770079199261,3.0,3,6860.33333333333,194.354015839852,12633.0110295904,BENIGN
17,49,2,0,886,0,443.0,0,40816.3265306122,0.0,49.0,0,49.0,40816.3265306122,18081632.6530612,DrDoS_DNS
17,51,2,0,2814,0,1407.0,0,39215.6862745098,0.0,51.0,0,51.0,39215.6862745098,55176470.5882353,DrDoS_DNS
17,1,2,0,1028,0,514.0,0,2000000.0,0.0,1.0,0,1.0,2000000.0,1028000000.0,DrDoS_DNS
17,47,2,0,1486,0,743.0,0,42553.1914893617,0.0,47.0,0,47.0,42553.1914893617,31617021.2765957,DrDoS_DNS
17,2,2,0,482,0,241.0,0,1000000.0,0.0,2.0,0,2.0,1000000.0,241000000.0,DrDoS_DNS
17,228,2,0,992,0,496.0,0,8771.9298245614,0.0,228.0,0,228.0,8771.9298245614,4350877.19298245,DrDoS_DNS
17,14563,4,0,5856,0,1464.0,0,274.668680903659,0.0,4854.33333333333,0,4854.33333333333,274.668680903659,402114.948842958,DrDoS_DNS
17,20709,2,2,90,122,45.0,61,96.5763677628084,96.5763677628084,3.0,3,6903.0,193.152735525616,10237.0949828576,BENIGN
17,43174,200,0,87280,0,436.4,0,4632.41765877611,0.0,216.954773869346,0,216.954773869346,4632.41765877611,2021587.06628989,DrDoS_DNS
17,29686,200,0,88000,0,440.0,0,6737.1825102742,0.0,149.175879396984,0,149.175879396984,6737.1825102742,2964360.30452064,DrDoS_DNS
17,208,2,0,1246,0,623.0,0,9615.38461538461,0.0,208.0,0,208.0,9615.38461538461,5990384.61538461,DrDoS_DNS
17,28441,170,0,74800,0,440.0,0,5977.28631201434,0.0,168.289940828402,0,168.289940828402,5977.28631201434,2630005.97728631,DrDoS_DNS
17,61,2,0,1246,0,623.0,0,32786.8852459016,0.0,61.0,0,61.0,32786.8852459016,20426229.5081967,DrDoS_DNS
17,29515,170,0,74800,0,440.0,0,5759.78316110452,0.0,174.644970414201,0,174.644970414201,5759.78316110452,2534304.59088599,DrDoS_DNS
17,897,4,0,5888,0,1472.0,0,4459.30880713489,0.0,299.0,0,299.0,4459.30880713489,6564102.56410256,DrDoS_DNS
17,220,2,0,854,0,427.0,0,9090.90909090909,0.0,220.0,0,220.0,9090.90909090909,3881818.18181818,DrDoS_DNS
17,246,2,0,1334,0,667.0,0,8130.081300813,0.0,246.0,0,246.0,8130.081300813,5422764.22764227,DrDoS_DNS
17,124,4,0,5888,0,1472.0,0,32258.064516129,0.0,41.3333333333333,0,41.3333333333333,32258.064516129,47483870.9677419,DrDoS_DNS
17,21286,194,0,84928,0,437.773195876288,0,9113.97162454195,0.0,110.290155440414,0,110.290155440414,9113.97162454195,3989852.48520154,DrDoS_DNS
17,24210,150,0,65424,0,436.16,0,6195.78686493184,0.0,162.48322147651,0,162.48322147651,6195.78686493184,2702354.39900867,DrDoS_DNS
17,7607,10,0,14720,0,1472.0,0,1314.57867753385,0.0,845.222222222222,0,845.222222222222,1314.57867753385,1935059.81332982,DrDoS_DNS
17,20742,2,2,92,252,46.0,126,96.4227171921704,96.4227171921704,3.0,1,6914.0,192.84543438434,16584.7073570533,BENIGN
17,48842,200,0,88000,0,440.0,0,4094.83641128536,0.0,245.437185929648,0,245.437185929648,4094.83641128536,1801728.02096556,DrDoS_DNS
17,46,2,0,1046,0,523.0,0,43478.2608695652,0.0,46.0,0,46.0,43478.2608695652,22739130.4347826,DrDoS_DNS
17,33,2,0,1370,0,685.0,0,60606.0606060605,0.0,33.0,0,33.0,60606.0606060605,41515151.5151515,DrDoS_DNS
17,46,2,0,1476,0,738.0,0,43478.2608695652,0.0,46.0,0,46.0,43478.2608695652,32086956.5217391,DrDoS_DNS
17,6,2,0,2852,0,1426.0,0,333333.333333333,0.0,6.0,0,6.0,333333.333333333,475333333.333333,DrDoS_DNS
17,1,2,0,1856,0,928.0,0,2000000.0,0.0,1.0,0,1.0,2000000.0,1856000000.0,DrDoS_DNS
17,30799,200,0,88000,0,440.0,0,6493.71732848469,0.0,154.768844221105,0,154.768844221105,6493.71732848469,2857235.62453326,DrDoS_DNS
17,58527,200,0,88000,0,440.0,0,3417.22623746305,0.0,294.10552763819,0,294.10552763819,3417.22623746305,1503579.54448374,DrDoS_DNS
17,85,2,0,2864,0,1432.0,0,23529.4117647058,0.0,85.0,0,85.0,23529.4117647058,33694117.6470588,DrDoS_DNS
17,44,2,0,1122,0,561.0,0,45454.5454545454,0.0,44.0,0,44.0,45454.5454545454,25500000.0,DrDoS_DNS
